Ränta (rate),Bank,Bindningstid (loan duration),Postnummer (ZIP),Hur stort är ditt bolån (amount),När band du lånet (start date),,
"3,05",SEB,2 år,41327,"2,6",20120305,,
"3,05",Länsförsäkringar,2 år,50439,"1,2mkr",20120401,,
"3,05",Nordea,3 månader,55 448,"0,624",9/29/2009,,
"3,05",Handelsbanken,2 år,61026,,,,
"3,05",SEB,2 år,64292,"0,625",januari 2012,,
"3,05",SEB,2 år,65224,,,,
"3,05",Nordea,3 månader,65 349,"1,23",120130,,
"3,05",Swedbank,2 år,74948,250000,110910,,
"3,05",SEB,2 år,75226,,,,
"3,05",Danske Bank,3 år,80266,,,,
"3,05",Handelsbanken,3 år,80632,"2,2 mkr",juni 2010,,
"3,05",Danske Bank,Rörlig,85 234,"2,2 mkr",Lånet är rörligt,,
"3,05",SEB,3 månader,90 353,,,,
"3,05",SEB,2 år,91831,"1,25 mkr",10/10/2012,,
"3,05",SEB,2 år,11328,"0""","3,4 mkr",Dec-12,
"3,04",SEB,2 år,11329,"1,45 mkr",11/1/2011,,
"3,04",Swedbank,2 år,11350,"2,5",20111015,,
"3,04",SEB,3 år,11550,3 mkr,Dec-11,,
"3,04",SEB,2 år,11624,,,,
"3,04",SEB,2 år,11646,,,,
"3,04",SEB,3 år,12134,4 mkr,Feb-11,,
"3,04",SEB,2 år,12151,410000,20100911,,
"3,04",SEB,2 år,13462,300000,Sep-11,,
"3,04",Swedbank,Rörlig,16 345,1940250,februari 2012,,
"3,04",Swedbank,3 år,16973,"0,8 mkr",Juni 2010,,
"3,04",SEB,1 år,17276,,,,
"3,04",SEB,2 år,18161,"4,675",20111130,,
"3,04",SEB,2 år,18595,"4,3 mkr",3/28/2012,,
"3,04",SEB,3 år,31198,1325000,7/28/2010,,
"3,04",Handelsbanken,2 år,43833,3.0 Mkr,augusti 2011,,
"3,04",SEB,1 år,58216,565 kkr,8/1/2011,,
"3,04",SEB,1 år,61931,900000,111109,,
"3,04",SEB,1 år,61931,900000,111109,,
"3,04",Skandiabanken,3 år,63369,900000,Oktober 2010,,
"3,03",Handelsbanken,3 år,11260,"0,4 mkr",Sep-10,,
"3,03",SEB,3 månader,11 353,,,,
"3,03",SEB,2 år,11661,"3,7",111205,,
"3,03",SEB,2 år,11767,"1,1 mkr",2012-0128,,
"3,03",SEB,2 år,13645,3000000,111130,,
"3,03",SEB,2 år,13645,3000000,111130,,
"3,03",SEB,1 år,19253,1140000,110830,,
"3,03",Swedbank,2 år,41263,1800000,20111209,,
"3,03",SEB,3 år,42163,"1,3 mkr",20111001,,
"3,03",SEB,1 år,43446,158365,Nov-11,,
"3,03",SEB,1 år,43446,158365,Nov-11,,
"3,03",SEB,2 år,61193,"1,0 mkr",Nov-11,,
"3,03",SEB,2 år,70285,463000,120215,,
"3,03",SEB,2 år,73743,765000,Sep-11,,
"3,03",SEB,1 år,75652,347000,111128,,
"3,03",SEB,2 år,89292,"3,6 milj",120227,,
"3,02",SEB,2 år,11329,,,,
"3,02",SEB,2 år,11638,"2,7 mkr",Dec-11,,
"3,02",SEB,2 år,11767,,,,
"3,02",SEB,2 år,12350,1697500,10/4/2011,,
"3,02",SEB,1 år,16353,,,,
"3,02",SEB,2 år,16571,,,,
"3,02",SEB,2 år,16763,,,,
"3,02",SEB,1 år,17441,"1,3",10/27/2011,,
"3,02",SEB,2 år,18732,"1,4 mkr",Februari 2012,,
"3,02",Handelsbanken,2 år,19146,2mkr,Nov-11,,
"3,02",SEB,3 år,19341,,,,
"3,02",Handelsbanken,3 månader,21 832,"2,1 mkr",Mars 2012,,
"3,02",SEB,2 år,27435,450000,20111201,,
"3,02",Swedbank,3 år,28341,2/8/2012,20101001,,
"3,02",SEB,3 år,30564,"1,8",20111228,,
"3,02",SEB,1 år,41524,"1,3",1/2/2012,,
"3,02",SEB,2 år,42241,"2,6",2011,,
"3,02",SEB,3 år,44360,512000,Sep-10,,
"3,02",Handelsbanken,2 år,47553,5,111015,,
"3,02",SEB,2 år,57173,"1,6 mkr",20110516,,
"3,02",SEB,2 år,75324,1300000,2/15/2012,,
"3,02",SEB,"50 % 1 år, 50 % 2 år",75 335,1230000,11/1/2011,,
"3,02",SEB,3 år,79131,"1,5 mkr",20120201,,
"3,01",SEB,2 år,11219,4 mkr,11/10/2011,,
"3,01",SEB,1 år,11242,1,9/28/2011,,
"3,01",SEB,3 år,13336,5400000,Februari 2012,,
"3,01",Nordea,7 år,16558,2325000,2007,,
"3,01",SEB,3 år,17274,,,,
"3,01",Swedbank,4 år,18363,"3,6 mkr",Ferbruari 2011,,
"3,01",SEB,2 år,24538,"1,1",Aug-11,,
"3,01",SEB,2 år,45192,,,,
"3,01",SEB,2 år,52130,1700000,120127,,
"3,01",SEB,3 månader,61 133,,,,
"3,01",SEB,3 år,76143,"1,0 mkr",Februari 2012,,
"2,99",Handelsbanken,2 år,11335,317500,20110730,,
"2,99",SEB,2 år,11665,"3,8 mkr",20111201,,
"2,99",SEB,1 år,12062,"1,7 mkr",Sep-11,,
"2,99",SEB,1 år,12553,"2,2 mkr",Oktober 2011,,
"2,99",SEB,2 år,12628,"2,25 mkr",8/31/2011,,
"2,99",SEB,2 år,13462,1 mkr,Sep-11,,
"2,99",Swedbank,2 år,16852,1.7mkr,120209,,
"2,99",SEB,3 år,16951,"1,3",1/5/2012,,
"2,99",SEB,2 år,16973,"3,3 mkr",11/18/2011,,
"2,99",SEB,1 år,24565,,,,
"2,99",Länsförsäkringar,Rörlig,26 698,"1,3",110301,,
"2,99",Swedbank,2 år,31231,,,,
"2,99",SEB,2 år,41465,710000,9/30/2011,,
"2,99",SEB,3 år,41504,"1,4",20111228,,
"2,99",Swedbank,3 år,42335,595000,10/1/2010,,
"2,99",SEB,2 år,42932,,,,
"2,99",Handelsbanken,3 år,43235,"1,2",6/5/2009,,
"2,99",Swedbank,1 år,43448,"3,6",3/12/2012,,
"2,99",SEB,3 månader,61 992,2 mkr,111001,,
"2,99",SEB,2 år,64752,,,,
"2,99",SEB,3 år,70217,"1,1 mkr",20120301,,
"2,99",Swedbank,Rörlig,72 479,"1,55",60601,,
"2,99",SEB,2 år,84092,2000000,1/10/2012,,
"2,99",SEB,2 år,86432,807000 kr,Nov-11,,
"2,98",SEB,2 år,11234,712500,Sep-11,,
"2,98",SEB,1 år,11339,,,,
"2,98",SEB,3 år,11459,"4,1 mkr",Januari 2012,,
"2,98",SEB,2 år,11759,,,,
"2,98",SEB,2 år,12152,,,,
"2,98",SEB,2 år,12626,"2,6",20111201,,
"2,98",SEB,2 år,16865,,,,
"2,98",SEB,2 år,18750,908.000 kr,20111024,,
"2,98",SEB,4 år,19138,1150000,120130,,
"2,98",Skandiabanken,2 år,19141,"2,6 mkr",7/1/2010,,
"2,98",SEB,2 år,22647,4 mkr,Nov-11,,
"2,98",Swedbank,3 år,23391,"1,5",20101019,,
"2,98",SEB,2 år,23932,,,,
"2,98",SEB,2 år,23932,,,,
"2,98",SEB,1 år,25437,"1,07 mkr",9/20/2011,,
"2,98",SEB,2 år,25450,,,,
"2,98",Handelsbanken,3 år,37231,"1,6",110401,,
"2,98",SEB,3 år,41264,1275000,20111229,,
"2,98",SEB,1 år,41316,,,,
"2,98",SEB,2 år,43347,870000,110920,,
"2,98",SEB,2 år,43376,800000,20110901,,
"2,98",SEB,2 år,43537,"3,3",20111-10-08,,
"2,98",Länsförsäkringar,2 år,46235,"1,9",101201,,
"2,98",SEB,3 månader,55 324,"1,3 mkr",20120321,,
"2,98",SEB,2 år,60380,"2,4",1/30/2012,,
"2,98",Handelsbanken,3 år,71572,570000,100901,,
"2,98",SEB,"Bundet 1, 2 och 3 år",72 482,"1,5",Sep-11,,
"2,98",Länsförsäkringar,2 år,77497,700000,Aug-10,,
"2,98",SEB,3 år,80403,"3,2",12/1/2011,,
"2,97",SEB,1 år,11322,,,,
"2,97",SEB,2 år,11857,,,,
"2,97",SEB,1 år,12940,8 mkr,Mars 2012,,
"2,97",SEB,2 år,13344,,,,
"2,97",SEB,2 år,14637,"3,1 mkr",Nov-11,,
"2,97",SEB,1 år,14762,480000,20110815,,
"2,97",SEB,2 år,16351,"1,9 mkr",1/17/2012,,
"2,97",Handelsbanken,2 år,17545,"1,3 mkr",20101001,,
"2,97",SEB,2 år,18363,2 mkr,20120228,,
"2,97",SEB,2 år,18593,,,,
"2,97",SEB,2 år,18734,,,,
"2,97",SEB,2 år,18736,,,,
"2,97",SEB,3 månader,19 145,650000 kr,4/3/2012,,
"2,97",Handelsbanken,3 år,26332,150000,20110711,,
"2,97",SEB,2 år,41282,,,,
"2,97",SEB,3 år,42163,"2,6",2009,,
"2,97",SEB,2 år,42341,"3,6",20120117,,
"2,97",SEB,2 år,43133,"1,5 mkr",8/30/2011,,
"2,97",Swedbank,2 år,43450,"0,85",121120,,
"2,97",SEB,2 år,44253,"2,4 mkr",120117,,
"2,97",SEB,3 år,55323,"2,1 mkr",120117,,
"2,97",SEB,2 år,60234,425000,20110901,,
"2,97",SEB,1 år,75653,,,,
"2,97",Swedbank,3 år,90752,"1,6mkr",Feb-10,,
"2,97",SEB,2 år,11636,"0""","2,5 mkr",2/6/2012,
"2,97",SEB,2 år,44331,"0""",1500000,Juli 2011,
"2,97",SEB,2 år,55324,"0""","1800.0""0","00""",7/12/2010
"2,96",SEB,1 år,11241,"2,72 mkr",121017,,
"2,96",SEB,2 år,11326,,,,
"2,96",Swedbank,Rörlig,12 137,"1,1mkr",20060815,,
"2,96",SEB,2 år,12151,400000,20100911,,
"2,96",SEB,2 år,13138,,,,
"2,96",SEB,1 år,17441,"1,2",110830,,
"2,96",SEB,3 år,18596,"1,9",121010,,
"2,96",SEB,2 år,18768,,,,
"2,96",SEB,2 år,21116,"3,5",1/1/2012,,
"2,96",SEB,2 år,24770,"1,95 mkr",Augusti 2011,,
"2,96",SEB,2 år,41653,"1,25 mkr",111201,,
"2,96",SEB,2 år,41765,"4,45",20111220,,
"2,96",SEB,3 år,42349,"3,4",11/28/2011,,
"2,96",SEB,1 år,44831,"2,4",10/30/2011,,
"2,96",Nordea,3 månader,52 194,2 mkr,120130,,
"2,96",SEB,2 år,54154,"0,5",augusti 2011,,
"2,96",SEB,3 år,75591,800000,20110930,,
"2,96",SEB,1 år,80646,"4,1",5/15/2011,,
"2,95",Handelsbanken,3 år,11218,,,,
"2,95",SEB,2 år,11333,,,,
"2,95",Nordea,3 år,11360,600.000:-,20100705,,
"2,95",Skandiabanken,1 år,11452,4,10/19/2011,,
"2,95",Swedbank,3 år,11857,"1,53",4/2/2010,,
"2,95",Swedbank,3 månader,12 143,1500000,Januari 2012,,
"2,95",SEB,2 år,14142,,,,
"2,95",Swedbank,3 år,16937,"2,5 mkr",20111215,,
"2,95",SEB,3 månader,17 239,"1,1mkr",111129,,
"2,95",Swedbank,Rörlig,17 262,850000,-/-/-,,
"2,95",Handelsbanken,3 månader,17 267,"2,65",20090502,,
"2,95",SEB,2 år,18247,,,,
"2,95",Länsförsäkringar,3 år,18249,440000,9/30/2010,,
"2,95",Länsförsäkringar,3 år,18249,440000,Sep-10,,
"2,95",SEB,1 år,18368,700000,10/1/2011,,
"2,95",Handelsbanken,3 år,18733,2,8/31/2010,,
"2,95",SEB,3 år,23732,"1,6 kkr",2008,,
"2,95",SEB,Rörlig,24 751,1500000,20050101,,
"2,95",SEB,3 år,29493,,,,
"2,95",SEB,3 år,29493,,,,
"2,95",Swedbank,3 månader,30 292,"0,4 mkr",20071214,,
"2,95",SEB,3 år,34335,"1,1 mkr",20111220,,
"2,95",SEB,2 år,35264,2700000,20110924,,
"2,95",SEB,2 år,35264,2700000,Sep-11,,
"2,95",Swedbank,2 år,37237,800000,20100901,,
"2,95",SEB,2 år,41314,"2,3 mkr",11/15/2011,,
"2,95",Nordea,1 år,41672,800000,Oktober 2010,,
"2,95",Swedbank,2 år,41708,750000,7/15/2009,,
"2,95",SEB,2 år,42166,760,1/8/2012,,
"2,95",Nordea,2 år,54177,"0,75 mkr",Nov-10,,
"2,95",SEB,3 år,54672,"1,8 mkr",juni 2010,,
"2,95",Nordea,3 månader,55 448,"0,724",2/27/2009,,
"2,95",Swedbank,Rörlig,58 223,"1,7 mkr",6/20/2011,,
"2,95",SEB,1 år,58233,728000,20110823,,
"2,95",SEB,Rörlig,61 991,"1,0 mkr",20110701,,
"2,95",SEB,2 år,62199,903000,8/15/2011,,
"2,95",Danske Bank,Rörlig,64 751,,,,
"2,95",Nordea,2 år,65349,"1,23",120130,,
"2,95",Handelsbanken,Rörlig,74 130,"1,2",10/1/2011,,
"2,95",SEB,2 år,75437,"1,092 mkr",20110715,,
"2,95",SEB,2 år,75437,"1,092 mkr",20110715,,
"2,95",Nordea,3 år,76010,3,4/1/2012,,
"2,95",Handelsbanken,2 år,79195,"3,2",8/1/2011,,
"2,95",Nordea,3 år,12055,"0""",1,5/1/2010,
"2,94",SEB,2 år,11215,2,9/1/2011,,
"2,94",SEB,2 år,11246,"1,5",Sep-11,,
"2,94",SEB,2 år,11459,,,,
"2,94",SEB,1 år,11759,3600000,20110915,,
"2,94",SEB,2 år,12359,,,,
"2,94",Handelsbanken,2 år,13460,"3,8 mkr",2010,,
"2,94",SEB,3 år,18355,,,,
"2,94",Skandiabanken,3 år,19736,"1,3 mkr",Oktober 2010,,
"2,94",SEB,3 månader,26 262,,,,
"2,94",SEB,2 år,26976,"01.0""4","00""",10/1/2011,
"2,94",SEB,1 år,41119,"1,66",20110901,,
"2,94",Handelsbanken,3 år,41512,,,,
"2,94",SEB,3 år,44446,1000000,Dec-11,,
"2,94",SEB,1 år,61931,"0,7 mkr",120401,,
"2,94",SEB,1 år,64551,"1,5 mkr",Sep-11,,
"2,94",SEB,2 år,78393,,,,
"2,94",Swedbank,2 månader,79 153,221000,101201,,
"2,94",SEB,2 år,83173,300000,20111031,,
"2,93",Handelsbanken,3 år,11138,"1,9 mkr",mars 2012,,
"2,93",Swedbank,Rörlig,11 231,,,,
"2,93",SEB,2 år,11245,,,,
"2,93",SEB,1 år,11326,"2,9 mkr",Oktober 2011,,
"2,93",SEB,2 år,11522,950000,1/28/2013,,
"2,93",SEB,2 år,11522,3 mkr,11/28/2011,,
"2,93",SEB,2 år,13161,,,,
"2,93",SEB,2 år,14762,490000,20110815,,
"2,93",SEB,2 år,15531,"1,86 mkr",11/18/2011,,
"2,93",Handelsbanken,1 år,17671,"1,78	Mkr",10/30/2011,,
"2,93",Nordea,2 år,30239,525000,augusti 2010,,
"2,93",SEB,2 år,31102,375000,120131,,
"2,93",SEB,2 år,31104,,,,
"2,93",SEB,2 år,31104,375000,120131,,
"2,93",SEB,2 år,31198,375000,120131,,
"2,93",SEB,2 år,51734,"1,5 mkr",Dec-11,,
"2,93",SEB,2 år,54150,1800000,Januari 2012,,
"2,93",Nordea,3 år,64634,"1,4 nje",100621,,
"2,93",SEB,1 år,65350,340000,Sep-11,,
"2,93",SEB,2 år,74195,"4,7",10/31/2011,,
"2,93",Swedbank,3 år,91341,"0,7 mkr",100915,,
"2,93",SEB,3 år,23535,"0""","1,4 mkr",110928,
"2,92",SEB,2 år,11323,,,,
"2,92",SEB,3 år,11339,"1,5",20100601,,
"2,92",SEB,1 år,13148,"1,8 mkr",6/30/2011,,
"2,92",SEB,1 år,16771,5000000,Januari 2012,,
"2,92",SEB,3 år,16960,,,,
"2,92",Swedbank,2 år,18160,"2,4 mkr",2011,,
"2,92",SEB,2 år,18736,"4,3 mkr",9/1/2011,,
"2,92",SEB,1 år,19248,"1,8 mkr",20110929,,
"2,92",SEB,3 år,25450,866000,6/18/2010,,
"2,92",Swedbank,Rörlig,38 238,1600000,2008,,
"2,92",SEB,2 år,55448,2100000,2/15/2012,,
"2,92",Handelsbanken,3 år,69272,122000,Sep-10,,
"2,92",Nordea,3 år,75330,995000,9/9/2010,,
"2,92",SEB,2 år,76293,722500,Aug-10,,
"2,91",SEB,2 år,11242,"1,56",9/28/2011,,
"2,91",SEB,2 år,11242,"1,56",9/28/2011,,
"2,91",Swedbank,2 år,12832,1,9/1/2011,,
"2,91",SEB,3 år,13136,"1,6 mkr",20120131,,
"2,91",SEB,3 år,18141,4000000,20120115,,
"2,91",SEB,3 år,18141,4 mkr,120115,,
"2,91",SEB,1 år,18147,"2,9 mkr",Sep-11,,
"2,91",SEB,2 år,18351,250000,20110928,,
"2,91",SEB,1 år,24538,"1,1",Aug-11,,
"2,91",SEB,1 år,41672,550000,20111015,,
"2,91",SEB,2 år,43445,0.5 mkr,12/30/2011,,
"2,91",SEB,1 år,55472,"1,75 mkr",Oktober 2011,,
"2,9",SEB,2 år,11340,"2,7 mkr",11/30/2011,,
"2,9",SEB,1 år,11358,"2,8MKR",8/1/2011,,
"2,9",SEB,2 år,11450,5000000,okt2011,,
"2,9",SEB,3 månader,11 459,"6,4",10/1/2011,,
"2,9",Nordea,3 år,11726,,,,
"2,9",Nordea,3 år,11726,670000,januari 2010,,
"2,9",SEB,2 år,12949,"1,125",11/18/2011,,
"2,9",SEB,2 år,12949,,,,
"2,9",SEB,2 år,13138,"2,4 mkr",12/21/2011,,
"2,9",SEB,2 år,13240,"1,1 mkr",1/18/2012,,
"2,9",Handelsbanken,2 år,13460,,,,
"2,9",Swedbank,Rörlig,15 138,,,,
"2,9",SEB,2 år,16861,"3,3 mkr",Mars 2012,,
"2,9",SEB,2 år,17147,"1,5 mkr",12/20/2011,,
"2,9",Nordea,2 år,18261,,,,
"2,9",Nordea,2 år,18261,,,,
"2,9",SEB,2 år,19533,,,,
"2,9",Swedbank,2 år,23837,,,,
"2,9",SEB,2 år,35264,3 mkr,20111220,,
"2,9",SEB,2 år,37024,"2,2mkr",9/24/2011,,
"2,9",SEB,3 år,41122,"1,05",1/28/2012,,
"2,9",SEB,1 år,42153,"3,3",Februari 2012,,
"2,9",SEB,3 månader,42 491,"1,4 mkr",100606,,
"2,9",Nordea,3 år,44239,"1,6 mkr",1/20/2011,,
"2,9",SEB,2 år,44350,"1,8 mkr",11/30/2011,,
"2,9",SEB,2 år,55451,950000,1/1/2012,,
"2,9",SBAB,2 år,59039,,,,
"2,9",Swedbank,3 år,66932,639000,110312,,
"2,9",Nordea,Rörlig,75 435,2,1/2/2012,,
"2,9",Swedbank,3 månader,82 433,2mkr,110101,,
"2,9",Swedbank,2 år,82452,575000,Sep-10,,
"2,9",Swedbank,2 år,82452,575000,201009,,
"2,9",SEB,2 år,95432,"1,7 mkr",9/1/2011,,
"2,9",Swedbank,2 år,27492,"0""","1,8",juli 2010,
"2,89",Swedbank,3 år,11356,,,,
"2,89",SEB,2 år,11438,"2,37 mkr",Sep-11,,
"2,89",SEB,3 månader,11 641,147000,20110927,,
"2,89",SEB,2 år,11667,"2,4",20110813,,
"2,89",SEB,3 år,12062,"3,5 Mkr.",11/1/2011,,
"2,89",Swedbank,Rörlig,12 349,2,201203,,
"2,89",SEB,2 år,12373,,,,
"2,89",SEB,2 år,12626,845000,20111220,,
"2,89",SEB,2 år,13441,"2,85",10/1/2011,,
"2,89",SEB,2 år,15023,"2,5mkr",20101010,,
"2,89",SEB,2 år,16444,"2,08mkr",Sep-11,,
"2,89",Handelsbanken,5 år,16974,,,,
"2,89",Handelsbanken,2 år,19255,"2,0 mkr",Februari 2010,,
"2,89",SEB,2 år,21235,"2,2 mkr",Februari 2012,,
"2,89",SEB,2 år,25433,5 mkr,12/4/2011,,
"2,89",SEB,2 år,37024,1 mkr,110801,,
"2,89",SEB,2 år,37924,"1,0 mkr",110801,,
"2,89",Handelsbanken,2 år,41315,"3,3mkr",Sep-11,,
"2,89",Nordea,2 år,41451,"1,2",Augusti 2012,,
"2,89",SEB,2 år,41672,"1,1",110815,,
"2,89",SEB,2 år,52330,1 mkr,110930,,
"2,89",SEB,1 år,59197,1000000,20111151,,
"2,89",SEB,3 år,66391,"2,4",111223,,
"2,89",SEB,3 år,66391,"2,4",111223,,
"2,89",SEB,3 år,74597,2 mkr,Sep-11,,
"2,89",SEB,2 år,11323,"0""",2650000,Nov-11,
"2,89",SEB,1 år,27433,"0""",740 tkr,120229,
"2,88",Swedbank,Rörlig,11 323,2850000,-,,
"2,88",SEB,2 år,11338,,,,
"2,88",SEB,2 år,11543,,,,
"2,88",Nordea,2 år,11823,2000000,100701,,
"2,88",SEB,2 år,12349,"2,8 mkr",1/3/2012,,
"2,88",Handelsbanken,3 år,13247,"4,1 MSEK",7/30/2010,,
"2,88",SEB,2 år,18656,"1,5",12/16/2011,,
"2,88",Swedbank,Rörlig,19 136,"0,6 mkr",2006,,
"2,88",Swedbank,3 år,37251,400000,5/24/2010,,
"2,88",Swedbank,3 år,41261,,,,
"2,88",Swedbank,3 år,41729,"0,7 mkr",5/24/2010,,
"2,88",Danske Bank,Rörlig,58 931,"0,476",19900101,,
"2,88",Danske Bank,Rörlig,58 931,"0,476 mkr",Februari 2000,,
"2,88",Handelsbanken,3 år,60355,275000,maj 2010,,
"2,88",Swedbank,3 år,60570,920000,Augusti 2010,,
"2,88",Handelsbanken,3 år,82691,"0,975",Sep-10,,
"2,88",SEB,2 år,42750,"0""","2, mkr",Maj 2011,
"2,88",Handelsbanken,2 år,43149,"0""","2,9",10/26/2011,
"2,87",SEB,1 år,11454,"5,2 mkr",11/3/2011,,
"2,87",SEB,1 år,13236,,,,
"2,87",SEB,1 år,13236,"5,8 mkr",Sep-11,,
"2,87",SBAB,2 år,14930,385000,8/1/2010,,
"2,87",SBAB,2 år,16354,660000,maj 2012,,
"2,87",SEB,2 år,18432,"1,7 mkr",Sep-11,,
"2,87",SEB,1 år,23336,"2,4 mkr",11/1/2011,,
"2,87",SEB,2 år,23443,1100000,20100915,,
"2,87",SEB,3 år,25453,"0,73",100828,,
"2,87",SEB,1 år,25730,,,,
"2,87",Swedbank,2 år,34142,990000,101001,,
"2,87",SEB,2 år,43166,2,Sep-11,,
"2,87",SEB,2 år,43961,"3,5 mkr",8/8/2011,,
"2,86",SEB,2 år,11355,,,,
"2,86",SEB,3 år,11427,1000000,100830,,
"2,86",SEB,2 år,12557,,,,
"2,86",SEB,1 år,13243,"2,9 mkr",Oktober 2011,,
"2,86",SEB,2 år,13245,"4,7 mkr",111228,,
"2,86",SEB,2 år,16932,"2,1",Dec-11,,
"2,86",SEB,1 år,17446,,,,
"2,86",SEB,3 månader,18 733,"0,46",5/1/2011,,
"2,86",Skandiabanken,3 år,19251,635000,Oktober 2010,,
"2,86",Handelsbanken,2 år,25222,,,,
"2,86",SEB,2 år,31142,,,,
"2,86",SEB,3 år,35263,"1,3 mkr",Februari 2012,,
"2,86",Handelsbanken,3 år,58276,"3,0 mkr",20100801,,
"2,86",SEB,2 år,59029,"2,9 mkr",12/28/2011,,
"2,86",Swedbank,2 år,59221,300000,9/25/2010,,
"2,86",SEB,3 år,74596,,,,
"2,85",Handelsbanken,3 år,11152,"2,4 mkr",Juni 2010,,
"2,85",SEB,3 månader,11 244,,,,
"2,85",Swedbank,Rörlig,11 323,"2,85 Mkr",3/1/2012,,
"2,85",Swedbank,Rörlig,11 323,"2,85 Mkr",3/1/2012,,
"2,85",SEB,2 år,11327,,,,
"2,85",Handelsbanken,2 år,11420,"8,5 mkr",10/7/2011,,
"2,85",Nordea,2 år,11523,523800,2010,,
"2,85",Nordea,3 år,11852,,,,
"2,85",Swedbank,1 år,12540,"4,2mkr",20111201,,
"2,85",SEB,3 månader,12 634,370000,201x/xx/xx,,
"2,85",Handelsbanken,2 år,12832,"1,26",9/1/2010,,
"2,85",SEB,3 år,12868,"2,8 mkr",januari 2012,,
"2,85",SEB,2 år,14950,,,,
"2,85",Swedbank,Rörlig,16 341,950000,-,,
"2,85",Swedbank,3 år,16441,1190000,juli 2010,,
"2,85",SEB,2 år,18264,"3,7",Aug-11,,
"2,85",SEB,1 år,18363,,,,
"2,85",SEB,1 år,18363,,,,
"2,85",Danske Bank,2 år,21619,"3,1",2/29/2012,,
"2,85",Nordea,3 år,41101,630000,100801,,
"2,85",SEB,1 år,41719,,,,
"2,85",SEB,1 år,41760,"2,4",20110928,,
"2,85",Handelsbanken,"25% 1 år, 25% 2 år, 50% 5 år",55 438,"2,4 mkr",9/1/2011,,
"2,85",Länsförsäkringar,2 år,58931,"2,6 mkr",20100901,,
"2,85",SEB,1 år,59072,"2,4",7/31/2011,,
"2,85",Danske Bank,2 år,59150,1 mkr,111220,,
"2,85",SEB,2 år,69133,430000,11/30/2011,,
"2,85",Nordea,2 år,69232,1035000,7/27/2012,,
"2,85",Swedbank,Rörlig,72 210,908000,2007,,
"2,85",SEB,2 år,74597,2 mkr,Augusti 2011,,
"2,85",SEB,2 år,74597,2 mkr,Augusti 2011,,
"2,85",Swedbank,10 år,81136,700000,okt 2010,,
"2,85",SEB,2 år,69133,"0""","0,43 mkr",Nov-11,
"2,85",SEB,2 år,69133,"0""","0,43 mkr",Nov-11,
"2,84",Swedbank,2 år,11323,"1,25",5/25/2010,,
"2,84",Swedbank,2 år,11323,"1,25",5/25/2010,,
"2,84",SEB,1 år,12071,1800000,augusti 2011,,
"2,84",SEB,1 år,13142,"6,6",8/1/2011,,
"2,84",SEB,2 år,16764,"2,5 mkr",20110920,,
"2,84",Swedbank,5 år,16767,"1,6 mkr",2010-11,,
"2,84",Handelsbanken,2 år,36070,,,,
"2,84",SEB,2 år,43898,1700000,9/28/2011,,
"2,84",Handelsbanken,2 år,55448,,,,
"2,84",SEB,2 år,65462,"1,4",Sep-11,,
"2,84",SEB,3 år,70591,,,,
"2,84",Handelsbanken,2 år,71133,"0,5mkr",Sep-10,,
"2,84",SEB,2 år,72350,,,,
"2,84",Swedbank,2 år,75317,520 tkr,100925,,
"2,83",Swedbank,Rörlig,12 062,,,,
"2,83",SEB,1 år,12628,,,,
"2,83",SEB,1 år,12628,"2,8Mkr",Sep-11,,
"2,83",SEB,1 år,12638,"2,5 mkr",110921,,
"2,83",SEB,2 år,13441,,,,
"2,83",SEB,1 år,14137,2350000,9/20/2011,,
"2,83",Handelsbanken,2 år,16953,"2,4",10/1/2010,,
"2,83",SEB,3 år,18365,4 mkr,20120202,,
"2,83",SEB,1 år,18656,"0,40 mkr",Nov-11,,
"2,83",SEB,1 år,19791,5,9/1/2011,,
"2,83",SEB,2 år,35261,,,,
"2,83",SEB,1 år,41524,"1,7 mkr",9/15/2011,,
"2,83",SEB,2 år,47141,"2,2 mkr",Dec-11,,
"2,83",SEB,1 år,47506,,,,
"2,83",SEB,1 år,47506,"0,8 mkr",11/16/2011,,
"2,83",SEB,2 år,58933,,,,
"2,83",Handelsbanken,3 år,72462,"0,955 mkr",Sep-10,,
"2,83",SEB,2 år,75311,"2,1",111115,,
"2,83",SEB,2 år,97443,"1,9",1/29/2012,,
"2,83",Länsförsäkringar,3 månader,53431,"0""",600000,120105,
"2,82",SEB,1 år,11337,4 mkr,110901,,
"2,82",SEB,1 år,13568,2000000,2011,,
"2,82",SEB,1 år,14137,,,,
"2,82",SEB,2 år,18148,"1,6 mkr",20111015,,
"2,82",SEB,1 år,18161,"3,1 mkr",8/28/2011,,
"2,82",SEB,2 år,18245,"2,9 mkr",111215,,
"2,82",SEB,2 år,18460,2 mkr,Sep-11,,
"2,82",SEB,2 år,18460,"3,2 mkr",Aug-11,,
"2,82",SEB,2 år,19147,"2,5 mkr",9/1/2011,,
"2,82",SEB,2 år,35264,"3,5 mkr",111101,,
"2,82",Nordea,2 år,41318,"1,1 mkr",8/1/2010,,
"2,82",SEB,2 år,41672,550000,20111015,,
"2,82",SEB,2 år,43535,"1,9",20111228,,
"2,82",SEB,1 år,43645,"3,5",Sep-11,,
"2,82",SEB,3 månader,74 341,"2,5 mkr",8/28/2011,,
"2,82",SEB,1 år,75326,,,,
"2,82",SEB,2 år,90354,932000,1/28/2012,,
"2,82",Swedbank,2 år,91133,328500,2010,,
